estacion,start_date,harvest_date,harvest_steps,dry_yield,fresh_yield,yield_potencial,seasonal_irrigation,type_soil,MinTemp_min,MaxTemp_min,Precipitation_min,ReferenceET_min,MinHmd_min,MaxHmd_min,Radsolar_min,MinTemp_max,MaxTemp_max,Precipitation_max,ReferenceET_max,MinHmd_max,MaxHmd_max,Radsolar_max,MinTemp_mean,MaxTemp_mean,Precipitation_mean,ReferenceET_mean,MinHmd_mean,MaxHmd_mean,Radsolar_mean,MinTemp_last_quarter_min,MaxTemp_last_quarter_min,Precipitation_last_quarter_min,ReferenceET_last_quarter_min,MinHmd_last_quarter_min,MaxHmd_last_quarter_min,Radsolar_last_quarter_min,MinTemp_last_quarter_max,MaxTemp_last_quarter_max,Precipitation_last_quarter_max,ReferenceET_last_quarter_max,MinHmd_last_quarter_max,MaxHmd_last_quarter_max,Radsolar_last_quarter_max,MinTemp_last_quarter_mean,MaxTemp_last_quarter_mean,Precipitation_last_quarter_mean,ReferenceET_last_quarter_mean,MinHmd_last_quarter_mean,MaxHmd_last_quarter_mean,Radsolar_last_quarter_mean
ZAR,2021/01/01,2021-09-24,265,24.582910514230036,81.94303504743345,,885,ClayLoam,15.8,24.2,0.0,2.1,33.0,94.0,91.5,20.8,34.4,57.4,8.6,74.0,100.0,661.7,18.907865168539324,30.821722846441954,4.304119850187266,5.432706766917293,49.61797752808989,99.4307116104869,450.85263157894735,15.8,26.3,0.0,2.9,33.0,97.0,203.9,20.6,34.1,48.5,8.6,64.0,100.0,661.7,18.63225806451613,31.069892473118284,4.2935483870967746,5.958064516129034,47.634408602150536,99.65591397849462,492.39247311827967
RUT,2021/02/23,2021-11-01,250,23.346268958296086,77.82089652765363,25.923833107473108,885,SiltClayLoam,16.3,24.5,0.0,2.0,28.0,98.0,126.5,21.0,35.7,47.6,7.9,74.0,100.0,659.6,19.059920634920637,30.986507936507937,4.246428571428571,5.225793650793651,49.21825396825397,99.90873015873017,478.00714285714287,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83225806451613,31.219354838709673,5.017204301075268,5.461290322580646,48.24731182795699,99.97849462365592,494.77741935483874
AMA,2021/05/31,2021-11-01,153,13.767920532030061,45.89306844010021,14.333509971710011,615,ClayLoam,15.7,24.1,0.0,1.9,27.0,84.0,173.3,20.5,33.5,41.0,8.8,73.0,100.0,640.9,18.493548387096773,29.694193548387098,2.821935483870968,5.004516129032258,49.651612903225804,97.04516129032258,434.39935483870966,15.7,25.8,0.0,2.3,27.0,84.0,212.1,20.0,33.5,41.0,8.8,67.0,100.0,640.9,18.431182795698923,29.62043010752688,3.4096774193548383,5.082795698924731,49.526881720430104,97.2258064516129,435.1440860215054
PAI,2021/01/01,2021-09-06,247,14.734875732659567,49.11625244219856,25.56536950106155,630,SiltClay,15.4,24.3,0.0,1.9,31.0,94.0,117.3,21.2,34.4,43.7,8.1,77.0,100.0,666.9,19.10120481927711,30.77710843373494,3.8586345381526104,4.856626506024097,48.903614457831324,98.83935742971887,449.6433734939759,15.4,25.5,0.0,2.3,31.0,96.0,230.9,20.0,33.7,43.6,7.3,71.0,100.0,589.6,18.741935483870968,30.774193548387096,4.418279569892474,4.855913978494624,48.516129032258064,99.11827956989248,455.347311827957
VIT,2021/01/01,2021-12-19,351,31.541177526894558,105.13725842298186,36.83346803642982,780,ClayLoam,16.0,24.8,0.0,2.1,34.0,99.0,158.4,20.5,34.7,73.7,7.7,74.0,100.0,656.3,18.781869688385267,30.504249291784703,7.026062322946176,5.140226628895184,50.29178470254958,99.96883852691218,485.56770538243626,16.5,26.0,0.0,2.3,35.0,100.0,291.7,19.8,33.5,43.2,7.7,68.0,100.0,640.1,18.645652173913042,30.6804347826087,8.115217391304348,5.23586956521739,50.119565217391305,100.0,495.36304347826103
SEC,2021/01/14,2021-11-01,290,26.87197577802724,89.57325259342414,30.7033478596308,1140,ClayLoam,15.9,24.0,0.0,1.7,34.0,92.0,104.8,21.1,34.8,53.0,9.5,72.0,100.0,647.7,19.021917808219175,31.017123287671232,3.793493150684932,6.094178082191781,50.98972602739726,99.17123287671232,471.722602739726,15.9,25.6,0.0,2.1,34.0,92.0,209.1,20.0,34.5,27.2,9.5,65.0,100.0,647.7,18.803225806451614,30.96666666666666,3.562365591397849,6.278494623655913,50.27956989247312,99.50537634408602,487.59999999999985
TUL,2021/01/01,2021-12-20,352,31.585294792183713,105.28431597394571,36.87749837918348,990,ClayLoam,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,34.2,63.1,7.7,82.0,100.0,650.2,18.616666666666667,30.202259887005646,4.1782485875706215,4.7505649717514125,50.836158192090394,99.92090395480226,455.8384180790961,16.2,25.4,0.0,2.6,31.0,100.0,272.7,20.3,34.2,46.4,7.5,68.0,100.0,634.7,18.45760869565217,30.558695652173913,4.864130434782608,5.000000000000001,50.08695652173913,100.0,472.0956521739131
YOT,2021/01/01,2021-08-30,240,22.426144477671752,74.75381492557251,24.728954419435293,1770,SandyLoam,15.3,23.7,0.0,1.5,30.0,94.0,143.7,21.2,38.3,74.4,9.3,82.0,100.0,661.7,18.98677685950413,30.228925619834712,3.256611570247934,4.948347107438017,52.950413223140494,99.5702479338843,441.78842975206607,15.6,24.1,0.0,1.7,30.0,94.0,158.8,20.1,33.9,52.2,7.4,80.0,100.0,594.5,18.743010752688175,30.337634408602153,2.26989247311828,4.947311827956989,52.44086021505376,99.58064516129032,440.09999999999997
TUL,2021/01/01,2021-12-10,342,1.7361939113415845,5.787313037805282,36.31019020456062,615,Clay,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,34.2,63.1,7.7,82.0,100.0,650.2,18.635755813953487,30.164534883720926,4.105813953488371,4.719186046511628,51.01744186046512,99.9186046511628,453.72122093023256,14.8,25.4,0.0,2.6,31.0,100.0,272.7,20.3,34.2,46.4,7.7,68.0,100.0,650.2,18.366304347826084,30.534782608695654,4.269565217391304,4.98695652173913,50.07608695652174,100.0,470.4478260869566
JAM,2021/01/27,2021-11-01,277,25.750529570317497,85.835098567725,29.147155991744448,1545,SandyLoam,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.808602150537634,30.235483870967744,6.731182795698925,4.650896057347671,53.60215053763441,99.9820788530466,451.4913978494624,13.8,26.4,0.0,2.5,26.0,98.0,263.3,20.1,35.0,61.2,8.2,69.0,100.0,651.9,18.58064516129032,30.322580645161292,4.770967741935484,4.818279569892474,51.935483870967744,99.96774193548387,459.15268817204304
RUT,2021/05/30,2021-11-01,154,0.6025093460943872,2.0083644869812907,14.452997824213949,480,Clay,16.3,26.2,0.0,2.2,28.0,98.0,239.7,21.0,35.7,47.6,7.9,70.0,100.0,659.6,18.842307692307692,31.15705128205128,4.446794871794872,5.32051282051282,48.55128205128205,99.96153846153847,486.55128205128204,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83225806451613,31.219354838709673,5.017204301075268,5.461290322580646,48.24731182795699,99.97849462365592,494.77741935483874
GIN,2021/01/01,2021-10-27,298,27.544023001055876,91.81341000351959,31.6556378644597,945,ClayLoam,14.5,23.5,0.0,1.5,28.0,92.0,160.3,21.5,34.1,78.8,7.8,82.0,100.0,655.2,18.740333333333336,30.134000000000004,3.8123333333333327,4.558,51.24,99.4,438.57699999999994,14.5,24.9,0.0,2.0,28.0,97.0,234.4,20.1,34.1,32.2,7.7,70.0,100.0,629.2,18.32688172043011,30.15698924731183,3.081720430107527,4.589247311827956,49.88172043010753,99.6236559139785,440.01075268817203
SEC,2021/01/01,2021-12-02,334,30.455648016640545,101.51882672213516,35.74793852617581,1320,SiltClayLoam,15.9,24.0,0.0,1.7,34.0,92.0,104.8,21.1,34.8,53.0,9.5,72.0,100.0,647.7,19.018452380952382,30.966964285714283,3.7398809523809526,6.062797619047619,51.12202380952381,99.24702380952381,470.75267857142865,15.9,25.6,0.0,2.1,34.0,92.0,209.1,20.0,34.5,27.2,9.5,65.0,100.0,647.7,18.841304347826085,30.946739130434782,4.005434782608695,6.14891304347826,51.0,99.66304347826087,485.2326086956521
RUT,2021/05/24,2021-11-01,160,0.6508916084976109,2.1696386949920363,15.169924972542082,480,Clay,16.3,26.2,0.0,2.2,28.0,98.0,239.7,21.0,35.7,47.6,7.9,70.0,100.0,659.6,18.885802469135804,31.15555555555556,4.310493827160493,5.3,48.660493827160494,99.96296296296296,485.2154320987654,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83225806451613,31.219354838709673,5.017204301075268,5.461290322580646,48.24731182795699,99.97849462365592,494.77741935483874
TUL,2021/01/01,2021-09-30,271,1.4131466850090089,4.7104889500300295,28.43002633210942,600,Clay,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,34.2,63.1,7.7,82.0,100.0,650.2,18.66703296703297,30.105860805860804,4.050549450549451,4.68974358974359,51.00366300366301,99.8974358974359,451.9150183150183,14.8,25.2,0.0,2.3,30.0,97.0,256.7,20.0,34.2,42.6,7.7,70.0,100.0,650.2,18.19462365591398,30.354838709677423,3.1344086021505375,4.936559139784946,49.30107526881721,99.90322580645162,467.01397849462353
MIR,2021/01/01,2021-12-20,352,1.72702945181104,5.756764839370134,36.87728259659151,570,Clay,15.2,22.7,0.0,1.3,29.0,99.0,159.7,21.0,34.7,65.6,7.2,84.0,100.0,643.1,18.727118644067797,29.95762711864407,5.4307909604519775,4.099717514124294,52.121468926553675,99.99435028248588,420.0875706214689,16.8,26.7,0.0,2.2,29.0,100.0,226.0,20.2,34.7,55.5,7.0,68.0,100.0,605.1,18.68478260869565,30.457608695652173,5.536956521739131,4.308695652173913,50.05434782608695,100.0,430.73695652173916
SDQ,2021/02/24,2021-11-01,249,1.2184036699889453,4.061345566629818,25.800395526581486,510,Clay,13.6,22.8,0.0,1.2,30.0,100.0,165.5,20.9,34.9,117.0,7.3,89.0,100.0,631.8,18.26733067729084,29.978486055776894,6.450199203187251,4.345418326693227,56.37848605577689,100.0,444.7609561752988,13.6,26.6,0.0,2.4,30.0,100.0,260.2,20.2,34.9,80.4,7.3,70.0,100.0,631.8,18.053763440860212,30.149462365591393,6.134408602150539,4.617204301075269,54.193548387096776,100.0,458.652688172043
GCH,2021/01/01,2021-12-15,347,31.32510327581232,104.4170109193744,36.61709380422596,1890,SandyLoam,14.2,22.2,0.0,1.7,26.0,91.0,168.2,21.4,35.4,68.3,8.0,85.0,100.0,623.7,18.773352435530086,29.927220630372492,5.926934097421204,4.79054441260745,52.796561604584525,99.6647564469914,455.2191977077364,16.6,26.9,0.0,2.5,26.0,96.0,245.0,20.0,35.4,39.7,7.7,65.0,100.0,621.8,18.57282608695652,30.357608695652175,6.586956521739131,5.106521739130435,51.32608695652174,99.66304347826087,474.2565217391305
PRA,2021/02/07,2021-11-01,266,24.77758000149234,82.5919333383078,27.83013191450031,975,SiltClayLoam,15.0,21.7,0.0,1.6,28.0,86.0,121.8,21.0,33.5,51.0,8.9,86.0,100.0,691.5,18.33805970149254,29.225373134328358,4.348507462686568,4.79365671641791,50.28731343283582,96.35820895522389,402.8391791044776,15.0,24.5,0.0,2.3,28.0,86.0,205.4,20.1,33.5,39.8,8.2,70.0,100.0,605.1,18.089247311827958,29.536559139784938,3.3698924731182793,4.926881720430107,47.96774193548387,95.97849462365592,404.73763440860216
BDP,2021/01/01,2021-11-23,325,18.67683292866279,62.256109762209306,34.87975423524499,765,SiltClay,13.7,22.0,0.0,1.5,24.0,95.0,173.0,21.0,35.5,70.3,7.8,86.0,100.0,632.5,18.69816513761468,30.431804281345563,4.947094801223242,4.601529051987767,52.018348623853214,99.91437308868501,454.38532110091734,16.6,25.8,0.0,2.3,24.0,99.0,263.4,20.2,35.5,36.8,7.8,66.0,100.0,632.5,18.572043010752683,30.604301075268815,5.431182795698925,4.85268817204301,51.193548387096776,99.97849462365592,468.1860215053761
JAM,2021/01/01,2021-10-14,285,1.3480276645111193,4.493425548370398,30.10305815318864,525,Clay,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.847386759581877,30.288850174216027,6.234843205574913,4.652961672473867,53.44947735191638,99.98257839721255,452.02334494773515,13.8,25.9,0.0,2.3,26.0,98.0,266.2,20.6,35.0,44.2,8.2,70.0,100.0,651.9,18.52688172043011,30.61505376344086,3.147311827956989,4.921505376344087,50.763440860215056,99.95698924731182,464.66989247311824
GIN,2021/01/12,2021-11-01,292,27.038334262220825,90.12778087406942,30.93871077013332,1005,SiltClayLoam,14.5,23.5,0.0,1.5,28.0,92.0,160.3,21.5,34.1,78.8,7.8,82.0,100.0,655.2,18.710204081632657,30.163945578231296,3.974829931972789,4.601700680272108,51.136054421768705,99.39455782312925,440.79421768707476,14.5,24.9,0.0,2.0,28.0,97.0,234.4,20.1,34.1,32.2,7.7,70.0,100.0,629.2,18.344086021505376,30.16451612903226,3.7591397849462362,4.601075268817204,49.784946236559136,99.6236559139785,440.8978494623655
PAR,2021/01/01,2021-09-15,256,23.882572654177313,79.60857551392438,26.632250368685696,1485,SandyLoam,14.2,22.8,0.0,1.8,33.0,98.0,142.1,20.0,33.9,70.9,7.5,79.0,100.0,640.2,18.01589147286822,30.167829457364338,5.515503875968992,4.495348837209302,50.565891472868216,99.97674418604652,426.8837209302326,14.2,25.5,0.0,2.1,33.0,98.0,195.2,19.3,33.4,44.2,7.1,70.0,100.0,611.7,17.459139784946238,30.40215053763441,4.677419354838709,4.550537634408602,49.333333333333336,99.96774193548387,433.0483870967742
PLR,2021/02/19,2021-11-01,254,1.363644143905934,4.5454804796864465,26.3962364975339,540,Clay,14.6,21.7,0.0,1.2,27.0,95.0,99.6,21.2,34.3,54.1,7.9,93.0,100.0,645.0,18.524609374999997,29.802734375,4.266015625,4.508984375,51.77734375,99.515625,422.61171875,14.6,25.2,0.0,1.9,27.0,95.0,192.4,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.22795698924731,30.150537634408607,2.741935483870968,4.73225806451613,49.215053763440864,99.25806451612904,422.84731182795707
PTA,2021/01/01,2021-11-03,305,28.125760929894252,93.75253643298085,32.49228624343125,1080,SiltClayLoam,15.5,22.5,0.0,1.5,23.0,86.0,113.4,22.0,35.6,59.3,7.9,93.0,100.0,635.8,19.5742671009772,30.18990228013029,4.080781758957655,4.5110749185667744,52.43973941368078,99.04885993485343,429.27817589576546,15.5,27.0,0.0,2.4,23.0,86.0,245.4,22.0,35.6,48.3,7.9,67.0,100.0,635.8,19.504301075268817,30.546236559139786,3.632258064516129,4.713978494623656,50.1505376344086,98.64516129032258,439.1064516129033
MIR,2021/03/11,2021-11-01,234,1.2787532611697305,4.262510870565769,24.008946570475462,420,Clay,15.2,23.6,0.0,1.6,29.0,99.0,194.7,21.0,34.7,63.6,7.2,75.0,100.0,643.1,18.660169491525423,29.76610169491525,5.035593220338983,4.011016949152543,52.69491525423729,99.99152542372882,412.5940677966102,15.2,25.7,0.0,2.2,29.0,99.0,226.0,20.2,34.7,55.5,7.0,70.0,100.0,605.1,18.624731182795696,30.066666666666666,3.9430107526881724,4.058064516129032,50.70967741935484,99.98924731182795,412.4731182795698
NAR,2021/02/22,2021-11-01,251,1.3474379436827264,4.491459812275755,26.03973521891515,540,Clay,13.8,23.0,0.0,1.5,25.0,100.0,146.8,21.3,35.7,57.8,7.1,87.0,100.0,615.7,18.62924901185771,29.68577075098814,4.259288537549407,4.099209486166007,54.901185770750985,100.0,405.2300395256917,13.8,26.1,0.0,2.5,25.0,100.0,256.3,20.2,35.7,57.8,7.1,74.0,100.0,600.3,18.436559139784944,29.88172043010752,4.46236559139785,4.330107526881721,52.13978494623656,100.0,424.3376344086022
FLO,2021/01/01,2021-09-02,243,22.69849988793953,75.66166629313177,25.081909065198243,795,SiltClayLoam,15.5,22.4,0.0,1.5,27.0,75.0,136.5,21.0,35.5,62.6,8.0,84.0,100.0,633.6,18.809795918367346,30.704897959183675,5.053469387755102,4.727755102040815,48.816326530612244,95.04897959183674,396.11510204081634,15.9,24.1,0.0,1.9,27.0,75.0,173.5,20.0,35.5,35.0,8.0,74.0,100.0,595.3,18.60537634408602,31.655913978494628,3.489247311827957,4.611827956989248,45.473118279569896,94.21505376344086,374.10107526881717
ZAR,2021/03/12,2021-11-01,233,21.65484967077288,72.1828322359096,,750,ClayLoam,15.8,24.2,0.0,2.1,33.0,97.0,91.5,20.8,34.6,52.8,8.6,74.0,100.0,661.7,18.91063829787234,30.72042553191489,4.820425531914894,5.40042735042735,50.2,99.77446808510638,454.12264957264955,15.8,25.4,0.0,2.4,33.0,97.0,213.8,20.6,34.6,50.4,8.6,66.0,100.0,661.7,18.752688172043012,30.77849462365591,4.99247311827957,5.956989247311829,48.903225806451616,99.73118279569893,499.76236559139784
SEC,2021/01/01,2021-12-30,362,31.891818068522475,106.30606022840826,37.18410857805774,2775,SandyLoam,15.9,24.0,0.0,1.7,34.0,92.0,104.8,21.1,34.8,53.0,9.5,72.0,100.0,647.7,18.978296703296703,31.000824175824174,3.750274725274725,6.130219780219779,50.879120879120876,99.23076923076923,474.4659340659341,15.9,25.6,0.0,2.1,34.0,92.0,209.1,20.0,34.5,27.2,9.5,65.0,100.0,647.7,18.818478260869565,30.84891304347826,4.3,6.077173913043478,51.19565217391305,99.66304347826087,480.8717391304348
CAR,2021/02/26,2021-11-01,247,23.07185692068777,76.90618973562592,25.56536950106155,1470,SandyLoam,17.3,24.1,0.0,1.7,32.0,98.0,124.6,20.9,33.8,73.1,7.4,82.0,100.0,644.1,19.36305220883534,30.634136546184738,5.398393574297189,4.862650602409638,51.208835341365464,99.91566265060241,476.97991967871485,17.3,26.9,0.0,2.6,32.0,99.0,236.5,20.4,33.8,73.1,7.4,69.0,100.0,641.1,19.234408602150545,30.819354838709682,5.3043010752688176,5.077419354838709,49.96774193548387,99.93548387096774,491.6172043010752
SDQ,2021/01/01,2021-10-08,279,1.4413136178433177,4.804378726144392,29.384992972300417,585,Clay,13.6,22.8,0.0,1.2,30.0,99.0,165.5,20.9,34.9,117.0,7.3,89.0,100.0,631.8,18.358362989323844,30.137366548042706,5.390391459074733,4.3487544483985765,55.79715302491103,99.99644128113879,444.9508896797153,13.6,25.7,0.0,2.3,30.0,100.0,278.3,20.2,34.9,80.4,7.3,76.0,100.0,631.8,18.017204301075267,30.298924731182794,3.234408602150537,4.474193548387098,53.68817204301075,100.0,447.2333333333334
ROZ,2021/01/01,2021-09-20,261,1.4338192445694975,4.779397481898325,27.231414765924338,855,Clay,14.9,22.0,0.0,1.7,27.0,89.0,100.3,21.5,34.7,36.1,9.0,87.0,100.0,641.4,18.845247148288973,29.919771863117866,2.793536121673004,5.659695817490494,50.72623574144487,97.15589353612167,456.0326996197719,14.9,26.2,0.0,2.9,27.0,92.0,236.9,20.6,34.7,36.1,9.0,66.0,100.0,632.7,18.51290322580645,30.09677419354838,1.6989247311827957,5.946236559139785,48.53763440860215,96.79569892473118,473.6591397849462
PLR,2021/01/01,2021-06-28,177,16.264863939729903,54.21621313243301,17.192312791274066,585,SiltClayLoam,14.6,21.7,0.0,1.2,41.0,95.0,99.6,21.2,32.5,54.1,7.6,93.0,100.0,645.0,18.839106145251396,29.609497206703914,4.9670391061452515,4.397765363128491,53.55307262569833,99.45251396648045,423.29720670391066,14.6,22.9,0.0,1.5,44.0,97.0,169.0,20.7,32.5,54.1,7.6,82.0,100.0,645.0,18.767741935483873,29.66559139784947,5.548387096774195,4.311827956989247,54.075268817204304,99.80645161290323,420.38709677419365
CEN,2021/02/12,2021-11-01,261,1.5482315607775834,5.160771869258611,27.23452259276888,540,Clay,15.0,22.3,0.0,1.5,29.0,93.0,153.0,22.0,34.6,70.7,8.0,86.0,100.0,626.2,19.068060836501903,29.535741444866918,3.9650190114068438,4.5923954372623585,53.18250950570342,99.47148288973384,432.7471482889734,15.0,25.8,0.0,2.2,29.0,95.0,230.0,20.9,34.6,24.0,8.0,69.0,100.0,626.2,18.92903225806452,29.8247311827957,2.3462365591397853,4.703225806451613,50.666666666666664,99.3010752688172,433.3215053763441
BUG,2021/03/16,2021-11-01,229,1.0988058643128686,3.662686214376229,23.414587862599195,570,Clay,15.1,23.9,0.0,2.0,29.0,98.0,120.7,21.1,34.2,54.0,7.9,76.0,100.0,639.7,18.76147186147186,30.327272727272724,3.751948051948052,5.022077922077922,50.13852813852814,99.96536796536796,442.0372294372295,15.1,25.3,0.0,2.7,29.0,100.0,265.8,19.8,33.9,54.0,7.8,70.0,100.0,624.6,18.46881720430108,30.527956989247308,3.6053763440860216,5.056989247311829,48.60215053763441,100.0,450.7677419354838
PLR,2021/01/01,2021-11-28,330,30.140946803790648,100.46982267930217,35.43288558626348,990,ClayLoam,14.6,21.7,0.0,1.2,27.0,95.0,99.6,21.2,34.3,54.1,7.9,93.0,100.0,645.0,18.57831325301205,29.85240963855422,3.998795180722892,4.523192771084337,51.756024096385545,99.41867469879519,422.4481927710843,16.5,25.2,0.0,1.9,27.0,95.0,192.4,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.278494623655916,30.233333333333338,3.6053763440860216,4.863440860215054,49.956989247311824,99.44086021505376,429.56989247311833
MIR,2021/01/01,2021-09-09,250,1.2747324780901257,4.249108260300419,25.92056530463495,465,Clay,15.2,22.7,0.0,1.3,32.0,99.0,159.7,21.0,33.8,65.6,7.2,84.0,100.0,643.1,18.744841269841274,29.72857142857143,5.59047619047619,4.001984126984127,53.15873015873016,99.9920634920635,414.9043650793651,15.2,24.3,0.0,1.6,32.0,99.0,194.7,20.2,33.0,36.8,6.3,75.0,100.0,580.7,18.460215053763438,29.622580645161282,2.90752688172043,3.8107526881720433,51.763440860215056,99.97849462365592,395.86666666666656
FLO,2021/02/04,2021-11-01,269,1.292006224146054,4.30668741382018,28.190057999243244,525,Clay,15.5,22.4,0.0,1.5,27.0,75.0,136.5,21.0,36.2,62.6,8.8,84.0,100.0,633.6,18.73431734317343,30.866420664206647,5.482656826568267,4.74169741697417,48.210332103321036,95.30627306273063,395.4206642066421,15.9,25.9,0.0,2.6,27.0,75.0,206.0,20.0,36.2,57.5,8.8,68.0,100.0,622.4,18.630107526881723,31.606451612903232,4.147311827956989,4.763440860215053,44.70967741935484,94.12903225806451,385.4591397849463
SEC,2021/01/01,2021-12-12,344,31.14933678908882,103.83112263029608,36.44162729862408,1305,ClayLoam,15.9,24.0,0.0,1.7,34.0,92.0,104.8,21.1,34.8,53.0,9.5,72.0,100.0,647.7,19.003179190751446,30.968786127167633,3.8052023121387286,6.085549132947978,51.05780346820809,99.23699421965318,471.793641618497,15.9,25.6,0.0,2.1,34.0,92.0,209.1,20.0,34.5,27.2,9.5,65.0,100.0,647.7,18.784782608695654,30.893478260869568,4.4021739130434785,6.215217391304347,50.90217391304348,99.6413043478261,486.1641304347825
MIR,2021/01/01,2021-10-20,291,26.953893321951117,89.8463110731704,30.819567925596605,675,ClayLoam,15.2,22.7,0.0,1.3,29.0,99.0,159.7,21.0,34.7,65.6,7.2,84.0,100.0,643.1,18.738907849829353,29.86348122866894,5.557679180887372,4.047781569965871,52.563139931740615,99.99317406143345,417.08191126279866,15.2,25.7,0.0,1.9,29.0,99.0,226.0,20.2,34.7,55.5,7.0,70.0,100.0,605.1,18.579569892473113,30.08924731182795,4.086021505376344,4.021505376344085,50.60215053763441,99.98924731182795,409.2806451612904
AER,2021/01/01,2021-10-16,287,26.609237974659084,88.69745991553029,30.337702327301493,1095,ClayLoam,14.1,21.9,0.0,1.4,27.0,95.0,108.0,21.6,34.9,56.9,8.8,87.0,100.0,655.3,18.753979238754322,30.330103806228372,3.3865051903114187,5.076124567474048,53.14532871972318,99.85467128027682,453.63598615916953,14.1,26.5,0.0,2.5,27.0,95.0,202.5,20.7,34.9,36.6,8.8,68.0,100.0,655.3,18.478494623655912,30.674193548387098,2.7301075268817203,5.35483870967742,49.83870967741935,99.7741935483871,464.458064516129
RUT,2021/01/30,2021-11-01,274,25.49141294186629,84.97137647288764,28.791541958767475,1890,SandyLoam,16.3,24.5,0.0,2.0,28.0,93.0,126.5,21.4,35.7,47.6,7.9,74.0,100.0,659.6,19.093840579710143,31.096739130434777,3.959782608695652,5.267753623188407,48.619565217391305,99.73913043478261,477.31992753623183,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83225806451613,31.219354838709673,5.017204301075268,5.461290322580646,48.24731182795699,99.97849462365592,494.77741935483874
FLO,2021/05/05,2021-11-01,179,16.47796764689951,54.92655882299837,17.440194427684162,675,SiltClayLoam,15.9,24.1,0.0,1.9,27.0,75.0,173.5,21.0,36.2,57.5,8.8,74.0,100.0,622.4,18.684530386740335,31.421546961325973,3.8569060773480666,4.69060773480663,46.34254143646409,94.88950276243094,386.3839779005525,15.9,25.9,0.0,2.6,27.0,75.0,206.0,20.0,36.2,57.5,8.8,68.0,100.0,622.4,18.630107526881723,31.606451612903232,4.147311827956989,4.763440860215053,44.70967741935484,94.12903225806451,385.4591397849463
SDQ,2021/01/01,2021-11-29,331,18.193033571198,60.643445237326674,35.51551075359613,645,SiltClay,13.6,22.8,0.0,1.2,30.0,99.0,165.5,20.9,34.9,117.0,7.3,89.0,100.0,631.8,18.36756756756757,30.088288288288293,6.436036036036035,4.392492492492492,55.996996996997,99.996996996997,447.7708708708709,16.2,26.6,0.0,2.6,30.0,100.0,260.2,20.2,34.9,62.8,7.3,70.0,100.0,631.8,18.32043010752688,30.117204301075265,7.974193548387097,4.680645161290322,55.44086021505376,100.0,465.7677419354838
GIN,2021/01/01,2021-09-25,266,24.78289732873399,82.60965776244664,27.832026062733057,990,SiltClayLoam,14.5,23.5,0.0,1.5,28.0,92.0,160.3,21.5,34.1,78.8,7.8,82.0,100.0,655.2,18.773507462686567,30.18171641791045,3.672014925373134,4.591791044776119,51.007462686567166,99.34328358208955,441.4847014925373,14.5,26.1,0.0,2.1,28.0,96.0,207.0,20.6,34.1,20.5,7.7,66.0,100.0,629.2,18.334408602150543,30.416129032258066,2.0602150537634403,4.708602150537636,48.483870967741936,99.29032258064517,447.5268817204301
PTA,2021/01/08,2021-11-01,296,27.376283661501756,91.25427887167253,31.416895476598988,1050,SiltClayLoam,15.5,22.5,0.0,1.5,23.0,86.0,113.4,22.0,35.6,59.3,7.9,93.0,100.0,635.8,19.56711409395973,30.223154362416107,3.998322147651007,4.52785234899329,52.40939597315436,99.03691275167785,430.5097315436242,15.5,27.0,0.0,2.4,23.0,86.0,245.4,22.0,35.6,48.3,7.9,67.0,100.0,635.8,19.489247311827956,30.589247311827954,3.5892473118279566,4.733333333333333,49.913978494623656,98.64516129032258,440.631182795699
