estacion,start_date,harvest_date,harvest_steps,dry_yield,fresh_yield,yield_potencial,seasonal_irrigation,type_soil,MinTemp_min,MaxTemp_min,Precipitation_min,ReferenceET_min,MinHmd_min,MaxHmd_min,Radsolar_min,MinTemp_max,MaxTemp_max,Precipitation_max,ReferenceET_max,MinHmd_max,MaxHmd_max,Radsolar_max,MinTemp_mean,MaxTemp_mean,Precipitation_mean,ReferenceET_mean,MinHmd_mean,MaxHmd_mean,Radsolar_mean,MinTemp_last_quarter_min,MaxTemp_last_quarter_min,Precipitation_last_quarter_min,ReferenceET_last_quarter_min,MinHmd_last_quarter_min,MaxHmd_last_quarter_min,Radsolar_last_quarter_min,MinTemp_last_quarter_max,MaxTemp_last_quarter_max,Precipitation_last_quarter_max,ReferenceET_last_quarter_max,MinHmd_last_quarter_max,MaxHmd_last_quarter_max,Radsolar_last_quarter_max,MinTemp_last_quarter_mean,MaxTemp_last_quarter_mean,Precipitation_last_quarter_mean,ReferenceET_last_quarter_mean,MinHmd_last_quarter_mean,MaxHmd_last_quarter_mean,Radsolar_last_quarter_mean
VIR,2021/02/10,2021-11-01,263,24.5192895132445,81.73096504414835,27.477175401924015,1230,SandyLoam,16.0,24.7,0.0,1.2,35.0,98.0,156.8,21.0,34.3,64.6,6.7,76.0,100.0,614.2,18.94075471698113,30.39698113207547,7.189811320754717,4.314339622641509,49.973584905660374,99.9245283018868,455.5535849056604,16.7,25.4,0.0,1.8,35.0,99.0,224.8,20.3,33.4,64.6,6.4,66.0,100.0,604.4,18.791397849462367,30.435483870967747,8.906451612903227,4.497849462365591,49.225806451612904,99.95698924731182,470.20215053763434
GIN,2021/01/01,2021-08-27,237,22.14371445779468,73.81238152598227,24.366877867421756,1695,SandyLoam,14.5,23.5,0.0,1.5,28.0,92.0,160.3,21.5,33.5,78.8,7.8,82.0,100.0,655.2,18.84644351464435,30.114225941422593,3.7799163179916317,4.5410041841004185,51.50627615062761,99.30543933054393,437.64435146443515,14.5,24.4,0.0,1.6,28.0,96.0,164.8,20.6,33.5,45.2,7.1,69.0,100.0,610.9,18.53978494623656,30.083870967741934,2.6010752688172043,4.495698924731184,50.526881720430104,99.36559139784946,433.9387096774194
AMA,2021/01/01,2021-11-29,331,30.219755363267137,100.73251787755713,35.51170508166387,1185,SiltClayLoam,15.1,22.6,0.0,1.7,27.0,84.0,159.9,21.2,33.5,74.1,8.8,82.0,100.0,654.4,18.596396396396393,29.587387387387384,3.66996996996997,4.844144144144144,51.07807807807808,97.74474474474475,428.56876876876873,16.4,25.8,0.0,2.3,29.0,84.0,216.4,20.0,33.5,41.0,8.8,67.0,100.0,640.9,18.32688172043011,29.698924731182792,4.35483870967742,5.104301075268817,50.58064516129032,98.39784946236558,440.67419354838717
GIN,2021/01/01,2021-10-28,299,17.73122812802479,59.104093760082634,31.77512573326366,780,SiltClay,14.5,23.5,0.0,1.5,28.0,92.0,160.3,21.5,34.1,78.8,7.8,82.0,100.0,655.2,18.737873754152826,30.142857142857142,3.8993355481727567,4.564451827242524,51.21262458471761,99.40199335548172,438.99069767441864,14.5,24.9,0.0,2.0,28.0,97.0,234.4,20.1,34.1,32.2,7.7,70.0,100.0,629.2,18.334408602150535,30.205376344086027,3.37741935483871,4.602150537634408,49.784946236559136,99.6236559139785,440.6956989247312
TUL,2021/01/22,2021-11-01,282,1.3756489092876263,4.585496364292088,29.74440950041197,630,Clay,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,34.2,63.1,7.7,82.0,100.0,650.2,18.670070422535208,30.113028169014086,4.048591549295774,4.698591549295775,51.17253521126761,99.90140845070422,452.0482394366198,14.8,25.4,0.0,2.3,30.0,99.0,272.7,20.3,34.2,46.4,7.7,68.0,100.0,650.2,18.33548387096774,30.33655913978495,4.110752688172043,4.893548387096775,49.82795698924731,99.98924731182795,465.44946236559133
BDP,2021/03/12,2021-11-01,233,1.3575443352911636,4.525147784303879,23.887239760888082,480,Clay,13.7,22.0,0.0,1.6,24.0,95.0,173.0,21.0,35.5,62.1,7.8,81.0,100.0,632.5,18.592765957446808,30.47148936170213,4.368085106382979,4.614893617021276,51.795744680851065,99.88085106382978,453.2995744680851,13.7,25.8,0.0,2.3,24.0,95.0,263.4,20.2,35.5,36.8,7.8,66.0,100.0,632.5,18.450537634408597,30.726881720430107,3.8225806451612905,4.839784946236559,49.774193548387096,99.80645161290323,463.40430107526873
MEL,2021/01/02,2021-11-01,302,27.878727263338888,92.9290908777963,32.13435192705567,1815,SandyLoam,13.4,22.7,0.0,1.4,25.0,100.0,128.4,21.0,35.3,73.8,7.0,89.0,100.0,569.0,18.73059210526316,30.704934210526318,4.839802631578947,4.295723684210526,53.77887788778878,100.0,413.70625,13.4,26.4,0.0,2.5,25.0,100.0,247.1,20.1,35.3,73.8,7.0,77.0,100.0,569.0,18.541935483870972,31.03333333333334,4.841935483870968,4.5182795698924725,51.40860215053763,100.0,421.1956989247312
VIT,2021/01/01,2021-10-27,298,16.315649284386854,54.38549761462285,31.659250810062503,525,SiltClay,16.0,24.8,0.0,2.1,34.0,99.0,158.4,20.5,34.7,73.7,7.7,74.0,100.0,656.3,18.819000000000003,30.462666666666664,6.970333333333333,5.106999999999999,50.43333333333333,99.96333333333334,482.7213333333334,16.5,26.0,0.0,2.3,34.0,100.0,291.7,19.8,34.2,55.4,7.7,68.0,100.0,656.3,18.641935483870967,30.620430107526875,8.55698924731183,5.174193548387096,49.69892473118279,100.0,489.3096774193549
MAR,2021/02/27,2021-11-01,246,22.871043469385384,76.23681156461795,,1890,SandyLoam,15.3,21.6,0.0,1.0,29.0,80.0,83.5,21.4,33.8,38.8,8.5,87.0,100.0,651.7,18.861693548387095,29.661943319838056,3.276209677419355,5.068421052631579,54.818548387096776,99.8225806451613,453.6012096774194,15.3,25.2,0.0,2.2,29.0,80.0,202.3,21.0,33.8,38.8,8.5,75.0,100.0,651.7,18.67096774193548,29.90869565217392,3.7311827956989245,5.427173913043479,52.54838709677419,99.56989247311827,468.14838709677423
JAM,2021/01/01,2021-10-27,298,27.544735202666097,91.815784008887,31.656400447640156,855,SiltClayLoam,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.848,30.25133333333333,6.452,4.631333333333334,53.583333333333336,99.98333333333333,450.55300000000005,13.8,26.4,0.0,2.5,26.0,98.0,263.3,20.1,35.0,61.2,8.2,69.0,100.0,651.9,18.546236559139786,30.377419354838707,4.527956989247312,4.839784946236559,51.774193548387096,99.96774193548387,460.51182795698924
YOT,2021/03/07,2021-11-01,238,14.304299862876313,47.68099954292104,24.48997868182809,660,SiltClay,15.3,23.7,0.0,1.5,30.0,94.0,143.7,21.2,34.3,74.4,8.6,82.0,100.0,667.5,18.875,30.255,3.9866666666666664,4.9991666666666665,52.8875,99.7,448.45374999999996,16.3,26.0,0.0,2.8,30.0,94.0,275.4,20.5,34.3,69.5,8.6,67.0,100.0,667.5,18.71182795698925,30.510752688172047,3.5129032258064514,5.278494623655915,50.86021505376344,99.58064516129032,461.4989247311828
RIO,2021/01/16,2021-11-01,288,26.699124761561794,88.99708253853932,30.4619020874644,1845,SandyLoam,15.6,24.0,0.0,1.8,31.0,95.0,110.5,21.3,34.3,72.1,7.3,75.0,100.0,635.5,19.008275862068963,30.592758620689654,4.5441379310344825,4.643103448275862,50.93103448275862,99.67586206896551,452.3079310344827,15.6,26.1,0.0,2.4,31.0,98.0,241.5,20.6,33.9,35.5,7.3,66.0,100.0,635.5,18.710752688172043,30.62580645161291,4.321505376344086,4.839784946236559,50.064516129032256,99.88172043010752,467.910752688172
PAR,2021/01/01,2021-12-26,358,31.80217141688958,106.0072380562986,37.094292994374804,885,SiltClayLoam,14.2,22.8,0.0,1.8,33.0,98.0,142.1,20.0,33.9,70.9,7.5,79.0,100.0,640.2,17.854166666666668,30.315833333333334,5.633888888888889,4.606944444444444,50.022222222222226,99.98333333333333,434.7025,14.7,25.7,0.0,2.2,35.0,100.0,236.1,19.3,33.8,55.4,7.4,63.0,100.0,637.2,17.483695652173914,30.619565217391305,5.578260869565218,4.825,49.119565217391305,100.0,449.7641304347827
MIR,2021/01/01,2021-09-25,266,24.783219668957372,82.61073222985792,27.832371205497694,1545,SandyLoam,15.2,22.7,0.0,1.3,29.0,99.0,159.7,21.0,34.7,65.6,7.2,84.0,100.0,643.1,18.742537313432837,29.803731343283573,5.370149253731344,4.030223880597014,52.76865671641791,99.99253731343283,416.3130597014926,15.2,25.7,0.0,1.9,29.0,99.0,225.4,20.0,34.7,36.8,7.0,70.0,100.0,605.1,18.538709677419355,29.9763440860215,2.370967741935484,3.936559139784947,50.24731182795699,99.97849462365592,404.30860215053775
PAR,2021/01/20,2021-11-01,284,26.350493103015403,87.83497701005135,29.977994357671466,735,SiltClayLoam,14.2,22.8,0.0,1.8,33.0,98.0,142.1,20.0,33.9,70.9,7.5,79.0,100.0,640.2,17.918881118881117,30.248251748251747,5.636713286713286,4.548951048951049,50.30769230769231,99.97902097902097,429.5667832167832,14.2,25.7,0.0,2.2,33.0,98.0,236.1,19.3,33.8,55.4,7.4,68.0,100.0,637.2,17.486021505376346,30.56129032258065,5.943010752688172,4.724731182795699,48.74193548387097,99.97849462365592,444.9440860215054
RUT,2021/01/01,2021-09-23,264,24.608438325905777,82.02812775301926,27.596663270727962,990,ClayLoam,16.3,24.5,0.0,2.0,28.0,92.0,126.5,21.4,35.0,41.5,7.8,74.0,100.0,645.2,19.068045112781956,31.156390977443603,3.5353383458646617,5.262781954887218,47.973684210526315,99.62406015037594,473.7338345864662,16.3,27.7,0.0,2.9,28.0,99.0,295.6,21.0,34.3,37.5,7.8,61.0,100.0,645.2,18.750537634408598,31.28172043010753,4.652688172043011,5.458064516129031,47.204301075268816,99.95698924731182,497.12903225806457
TUL,2021/01/01,2021-09-13,254,1.326446538035195,4.421488460117317,26.398732562442476,570,Clay,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,33.5,63.1,7.7,82.0,100.0,650.2,18.707421875,30.02578125,3.989453125,4.619140625,51.34375,99.890625,447.1625,14.8,23.7,0.0,2.3,30.0,97.0,236.3,20.3,33.0,37.2,7.7,74.0,100.0,650.2,18.304301075268818,30.029032258064518,2.768817204301076,4.756989247311828,50.31182795698925,99.90322580645162,455.90752688172034
BUG,2021/01/01,2021-08-26,236,1.3246296006369511,4.415432002123171,24.25100294422109,570,Clay,15.1,23.9,0.0,2.0,29.0,95.0,120.7,21.1,34.2,41.3,7.9,76.0,100.0,639.7,18.90084033613445,30.291596638655463,3.5579831932773107,4.921008403361346,50.19747899159664,99.92436974789916,432.6327731092437,15.1,23.9,0.0,2.4,29.0,99.0,185.7,20.4,34.2,41.3,7.5,76.0,100.0,613.9,18.666666666666668,30.29354838709678,3.435483870967741,4.970967741935484,49.59139784946237,99.97849462365592,437.5548387096774
GCH,2021/01/01,2021-12-20,352,31.584019310713508,105.28006436904504,36.87600983912714,735,ClayLoam,14.2,22.2,0.0,1.7,26.0,91.0,168.2,21.4,35.4,68.3,8.0,85.0,100.0,623.7,18.75649717514124,29.96045197740113,5.844350282485876,4.810169491525424,52.621468926553675,99.64971751412429,456.42203389830513,16.6,26.9,0.0,2.5,26.0,96.0,245.0,20.0,35.4,39.7,7.7,65.0,100.0,621.8,18.575,30.33695652173913,6.570652173913044,5.085869565217391,51.34782608695652,99.66304347826087,472.983695652174
GCH,2021/01/01,2021-08-22,232,21.674516772907964,72.24838924302655,23.76851090870542,675,SiltClayLoam,14.2,22.2,0.0,1.7,28.0,91.0,168.2,21.4,33.7,68.3,8.0,85.0,100.0,623.7,18.866666666666664,29.775213675213678,5.270940170940172,4.672222222222223,53.363247863247864,99.63247863247864,447.96794871794873,14.2,24.4,0.0,1.7,28.0,91.0,207.2,21.0,33.7,68.3,8.0,74.0,100.0,587.0,18.449462365591398,30.00967741935484,4.434408602150538,4.695698924731183,51.54838709677419,99.41935483870968,443.1440860215055
YOT,2021/02/16,2021-11-01,257,15.505384946515735,51.684616488385785,26.760248189100412,705,SiltClay,15.3,23.7,0.0,1.5,30.0,94.0,143.7,21.2,34.3,74.4,9.3,82.0,100.0,667.5,18.890733590733593,30.255212355212358,3.7903474903474907,5.015830115830116,52.795366795366796,99.68725868725869,449.3868725868726,16.3,26.0,0.0,2.8,30.0,94.0,275.4,20.5,34.3,69.5,8.6,67.0,100.0,667.5,18.71182795698925,30.510752688172047,3.5129032258064514,5.278494623655915,50.86021505376344,99.58064516129032,461.4989247311828
GCH,2021/01/01,2021-12-02,334,30.451407437459647,101.50469145819882,35.743397965873285,1815,SandyLoam,14.2,22.2,0.0,1.7,26.0,91.0,168.2,21.4,35.4,68.3,8.0,85.0,100.0,623.7,18.788392857142856,29.894940476190477,5.963095238095238,4.763690476190477,52.95238095238095,99.68154761904762,453.5991071428571,16.6,26.9,0.0,2.5,26.0,96.0,245.0,20.0,35.4,39.7,7.7,65.0,100.0,621.8,18.602173913043476,30.23586956521739,7.218478260869564,5.021739130434782,51.77173913043478,99.77173913043478,469.658695652174
TIP,2021/02/13,2021-11-01,260,24.247347331498606,80.82449110499536,27.115107595118232,795,ClayLoam,14.1,23.0,0.0,1.6,25.0,98.0,158.4,20.9,34.7,70.1,7.9,89.0,100.0,617.0,18.866030534351143,30.242748091603055,4.876717557251909,4.91412213740458,53.00763358778626,99.99236641221374,445.62633587786263,14.1,25.1,0.0,3.1,25.0,98.0,275.0,20.9,34.7,40.5,7.9,74.0,100.0,617.0,18.777419354838713,30.461290322580645,3.7129032258064516,5.1752688172043015,50.67741935483871,99.97849462365592,451.4247311827957
GUA,2021/02/23,2021-11-01,250,23.34268685278939,77.80895617596464,25.920251001966406,825,ClayLoam,15.4,23.5,0.0,1.5,26.0,93.0,131.4,21.5,33.7,40.3,8.4,80.0,100.0,641.4,18.701587301587303,29.818650793650793,4.261904761904762,4.77063492063492,51.21031746031746,98.76190476190476,440.4428571428571,15.4,24.5,0.0,2.6,26.0,93.0,232.1,20.8,33.7,40.3,8.4,72.0,100.0,641.4,18.608602150537635,30.0258064516129,3.6559139784946244,5.1000000000000005,49.1505376344086,98.3763440860215,451.9258064516129
HON,2021/03/27,2021-11-01,218,13.145070306642682,43.816901022142275,22.097422472631248,735,SiltClay,14.5,22.5,0.0,1.3,16.0,70.0,143.7,23.5,35.3,69.9,10.1,80.0,100.0,654.5,18.756363636363634,30.015454545454542,2.9768181818181816,5.122727272727273,43.75342465753425,96.15454545454546,438.46909090909094,14.5,26.4,0.0,2.3,16.0,70.0,243.4,23.5,35.3,42.5,10.1,60.0,100.0,645.5,18.623655913978496,30.198924731182796,2.6322580645161286,5.429032258064517,39.55434782608695,94.59139784946237,443.0451612903227
JAM,2021/01/01,2021-11-12,314,1.48304397378698,4.943479912623267,33.56820634850356,555,Clay,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.83512658227848,30.23322784810127,6.3756329113924055,4.625,53.65506329113924,99.98417721518987,450.1715189873418,16.8,26.4,0.0,2.5,26.0,98.0,263.3,20.1,35.0,61.2,7.9,69.0,100.0,651.9,18.806451612903224,30.127956989247313,5.326881720430108,4.681720430107528,53.354838709677416,99.96774193548387,453.59892473118276
MIR,2021/01/01,2021-09-29,270,25.137028679752646,83.79009559917549,28.3103226807135,735,SiltClayLoam,15.2,22.7,0.0,1.3,29.0,99.0,159.7,21.0,34.7,65.6,7.2,84.0,100.0,643.1,18.736029411764708,29.820588235294117,5.309926470588236,4.034558823529412,52.650735294117645,99.99264705882354,416.3040441176471,15.2,25.7,0.0,1.9,29.0,99.0,225.4,20.0,34.7,36.8,7.0,70.0,100.0,605.1,18.52258064516129,30.026881720430108,2.235483870967742,3.96236559139785,50.01075268817204,99.97849462365592,404.7569892473118
CEN,2021/01/01,2021-09-11,252,14.966737525228753,49.889125084095845,26.156996571953886,690,SiltClay,15.0,22.3,0.0,1.5,32.0,93.0,153.0,22.0,33.0,70.7,7.3,86.0,100.0,616.0,19.130708661417323,29.5244094488189,4.022047244094487,4.570472440944882,53.354330708661415,99.40944881889764,432.0685039370079,15.0,23.7,0.0,1.5,32.0,95.0,188.2,20.9,32.7,36.2,6.9,77.0,100.0,589.4,18.79784946236559,29.615053763440862,2.695698924731183,4.505376344086022,51.193548387096776,99.25806451612904,421.2591397849462
JAM,2021/01/01,2021-11-16,318,29.18994737442753,97.2998245814251,34.046157823719405,1740,SandyLoam,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.831875,30.219374999999996,6.511875000000001,4.6221875,53.675,99.984375,450.11,16.8,26.4,0.0,2.5,26.0,98.0,263.3,20.1,35.0,61.2,7.9,69.0,100.0,651.9,18.784946236559136,30.116129032258065,5.826881720430106,4.690322580645162,53.344086021505376,99.96774193548387,455.1752688172043
NAR,2021/01/01,2021-11-14,316,29.027500195491008,96.75833398497004,33.80641950293102,930,SiltClayLoam,13.8,23.0,0.0,1.5,25.0,100.0,146.8,21.3,35.7,95.7,7.1,87.0,100.0,615.7,18.694025157232705,29.776415094339622,4.5078616352201255,4.137421383647798,54.361635220125784,100.0,409.9198113207547,16.1,26.1,0.0,2.5,25.0,100.0,256.3,20.2,35.7,57.8,7.1,74.0,100.0,600.3,18.603225806451615,29.8247311827957,5.581720430107527,4.325806451612904,53.26881720430107,100.0,428.86344086021506
ORT,2021/01/01,2021-08-08,218,1.0662933374834742,3.554311124944914,22.0967266407815,495,Clay,14.9,22.5,0.0,1.6,29.0,97.0,162.6,21.0,33.9,61.6,7.0,89.0,100.0,618.8,18.843636363636364,30.21045454545455,5.213636363636364,4.567727272727272,52.92727272727273,99.98181818181818,437.965,14.9,24.3,0.0,1.7,29.0,97.0,195.2,21.0,33.9,29.7,6.9,78.0,100.0,600.1,18.63548387096774,30.58279569892473,2.844086021505377,4.536559139784946,51.333333333333336,99.95698924731182,426.6516129032257
GUA,2021/02/19,2021-11-01,254,23.706399517947602,79.02133172649201,26.398190267490495,840,ClayLoam,15.4,23.5,0.0,1.5,26.0,91.0,131.4,21.5,33.7,40.3,8.4,80.0,100.0,641.4,18.709765625,29.823828125,4.207421875,4.7875,51.12109375,98.7109375,441.32421875,15.4,24.5,0.0,2.6,26.0,93.0,232.1,20.8,33.7,40.3,8.4,72.0,100.0,641.4,18.608602150537635,30.0258064516129,3.6559139784946244,5.1000000000000005,49.1505376344086,98.3763440860215,451.9258064516129
GCH,2021/01/01,2021-12-25,357,31.777116063069617,105.92372021023206,37.069106591483255,735,ClayLoam,14.2,22.2,0.0,1.7,26.0,91.0,168.2,21.4,35.4,68.3,8.0,85.0,100.0,623.7,18.75459610027855,29.959610027855152,5.805849582172702,4.808077994428969,52.60724233983287,99.65459610027855,456.15821727019494,16.6,26.9,0.0,2.5,26.0,96.0,245.0,20.0,35.4,39.7,7.7,65.0,100.0,621.8,18.568478260869565,30.32282608695652,6.51304347826087,5.064130434782609,51.26086956521739,99.68478260869566,471.60652173913047
ORT,2021/01/01,2021-12-31,363,19.783814866295508,65.94604955431836,37.19198086070563,765,SiltClay,14.9,22.5,0.0,1.6,28.0,97.0,162.6,21.0,34.6,61.6,7.3,89.0,100.0,618.8,18.816712328767125,30.274520547945208,5.048219178082192,4.6068493150684935,52.49315068493151,99.98904109589041,440.9112328767123,17.2,26.4,0.0,2.6,28.0,100.0,286.5,20.5,34.6,42.5,7.3,70.0,100.0,605.2,18.759139784946235,30.36129032258065,5.812903225806452,4.762365591397849,52.1505376344086,100.0,454.2086021505377
BDP,2021/02/04,2021-11-01,269,25.046320470490095,83.48773490163366,28.188437972970906,1800,SandyLoam,13.7,22.0,0.0,1.5,24.0,95.0,173.0,21.0,35.5,70.3,7.8,86.0,100.0,632.5,18.687084870848707,30.418450184501843,4.895940959409595,4.594095940959409,52.02214022140221,99.89667896678966,453.160885608856,13.7,25.8,0.0,2.3,24.0,95.0,263.4,20.2,35.5,36.8,7.8,66.0,100.0,632.5,18.450537634408597,30.726881720430107,3.8225806451612905,4.839784946236559,49.774193548387096,99.80645161290323,463.40430107526873
TUL,2021/01/01,2021-09-26,267,1.407494602174312,4.691648673914374,27.952074856893617,585,Clay,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,34.2,63.1,7.7,82.0,100.0,650.2,18.67583643122677,30.112267657992565,4.044609665427509,4.681040892193309,50.98141263940521,99.89591078066914,451.5066914498141,14.8,25.2,0.0,2.3,30.0,97.0,256.7,20.0,34.2,42.6,7.7,70.0,100.0,650.2,18.1989247311828,30.39139784946236,2.943010752688172,4.936559139784946,48.98924731182796,99.90322580645162,468.3032258064517
PAI,2021/01/01,2021-12-10,342,19.682103461658137,65.60701153886046,36.3132422248068,720,SiltClay,15.4,24.3,0.0,1.8,31.0,94.0,117.3,21.2,34.4,43.7,8.1,77.0,100.0,666.9,19.00843023255814,30.757558139534886,4.309011627906977,4.904360465116278,48.95348837209303,99.06104651162791,458.00465116279065,15.7,25.3,0.0,1.8,36.0,97.0,200.3,20.5,33.9,41.3,7.2,65.0,100.0,617.5,18.76630434782609,30.699999999999996,5.638043478260869,5.0249999999999995,49.07608695652174,99.6304347826087,478.84891304347826
CEN,2021/01/01,2021-12-05,337,19.743365926351075,65.81121975450358,35.962504308526924,885,SiltClay,15.0,22.3,0.0,1.5,29.0,93.0,153.0,22.0,34.6,70.7,8.0,86.0,100.0,626.2,19.09439528023599,29.606194690265486,3.672566371681416,4.631563421828909,52.94690265486726,99.45427728613569,435.0769911504425,16.7,25.8,0.0,2.2,29.0,95.0,230.0,20.9,34.6,24.0,8.0,69.0,100.0,626.2,18.983695652173914,29.816304347826087,2.7119565217391304,4.790217391304347,51.869565217391305,99.58695652173913,442.90108695652174
JAM,2021/01/23,2021-11-01,281,26.09754223996412,86.99180746654707,29.62510714318323,690,ClayLoam,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.807773851590106,30.235689045936397,6.637102473498234,4.647703180212014,53.6077738515901,99.98233215547704,451.3681978798587,13.8,26.4,0.0,2.5,26.0,98.0,263.3,20.1,35.0,61.2,8.2,69.0,100.0,651.9,18.58064516129032,30.322580645161292,4.770967741935484,4.818279569892474,51.935483870967744,99.96774193548387,459.15268817204304
HON,2021/01/01,2021-09-16,257,15.345171897665725,51.15057299221909,26.752034686287086,810,SiltClay,14.5,22.1,0.0,0.8,16.0,70.0,91.7,23.5,32.9,69.9,8.6,87.0,100.0,654.5,18.830501930501928,29.841312741312745,3.1594594594594594,5.032046332046333,47.30501930501931,97.66795366795367,434.0297297297297,14.5,25.4,0.0,1.8,16.0,70.0,199.3,23.5,32.9,17.3,8.2,59.0,98.0,599.1,18.361290322580643,30.262365591397845,1.2526881720430108,5.401075268817205,39.60215053763441,94.74193548387096,446.0956989247311
CEN,2021/01/01,2021-08-16,226,21.106368920285345,70.35456306761782,23.050311983064894,1500,SandyLoam,15.0,22.3,0.0,1.5,32.0,93.0,153.0,22.0,33.0,70.7,7.3,86.0,100.0,616.0,19.12938596491228,29.534649122807014,4.092105263157895,4.592105263157895,53.46052631578947,99.3859649122807,433.29078947368424,15.0,23.7,0.0,1.5,32.0,95.0,188.2,21.4,32.7,47.0,6.9,77.0,100.0,609.9,18.874193548387098,29.63010752688172,3.212903225806451,4.483870967741935,52.53763440860215,99.29032258064517,420.6430107526882
CEN,2021/01/01,2021-09-20,261,15.529799570366235,51.76599856788745,27.232387391189157,735,SiltClay,15.0,22.3,0.0,1.5,29.0,93.0,153.0,22.0,34.4,70.7,8.0,86.0,100.0,626.0,19.116730038022812,29.59315589353612,3.8866920152091256,4.618631178707225,52.98859315589353,99.38783269961978,435.09657794676804,15.0,25.1,0.0,2.5,29.0,95.0,247.6,20.8,34.4,18.3,8.0,72.0,100.0,626.0,18.822580645161285,29.844086021505376,1.7021505376344088,4.651612903225806,50.01075268817204,99.17204301075269,430.0806451612903
CAN,2021/01/01,2021-10-03,274,16.410065736948088,54.700219123160295,28.78816231050849,750,SiltClay,13.9,22.6,0.0,1.5,27.0,92.0,130.4,21.7,34.7,61.7,7.4,85.0,100.0,626.9,18.773913043478263,30.827173913043474,3.5492753623188404,4.631159420289855,49.47826086956522,99.4963768115942,436.2746376811594,13.9,26.4,0.0,2.0,27.0,94.0,237.1,20.2,34.7,49.8,7.4,65.0,100.0,611.7,18.340860215053763,31.10967741935484,2.6118279569892473,4.7064516129032254,46.774193548387096,99.55913978494624,438.3763440860215
PSJ,2021/02/08,2021-11-01,265,24.69169611517651,82.30565371725503,27.710967274058408,675,SiltClayLoam,14.3,21.5,0.0,0.9,27.0,93.0,83.5,21.3,35.3,94.4,7.0,91.0,100.0,607.6,18.43820224719101,29.61123595505618,4.759550561797753,3.7153558052434454,50.9625468164794,99.26591760299625,399.4176029962547,14.3,24.3,0.0,1.4,27.0,93.0,171.2,19.8,35.3,35.1,7.0,71.0,100.0,594.6,18.111827956989245,29.830107526881722,3.6107526881720435,3.8989247311827953,48.8494623655914,99.19354838709677,397.4118279569892
RUT,2021/04/13,2021-11-01,201,0.9691634916560922,3.230544972186974,20.068927536413135,510,Clay,16.3,26.2,0.0,2.2,28.0,98.0,239.7,21.0,35.7,47.6,7.9,70.0,100.0,659.6,19.00344827586207,31.11773399014778,4.317241379310345,5.255172413793103,49.04926108374384,99.95073891625616,482.8423645320197,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83225806451613,31.219354838709673,5.017204301075268,5.461290322580646,48.24731182795699,99.97849462365592,494.77741935483874
VIR,2021/01/15,2021-11-01,289,26.78685153403795,89.28950511345984,30.583859990826838,1380,SandyLoam,16.0,24.7,0.0,1.2,33.0,98.0,156.8,21.0,34.6,64.6,6.7,76.0,100.0,614.2,18.969759450171818,30.54639175257732,7.016494845360825,4.364261168384879,49.36082474226804,99.89003436426117,459.11305841924394,16.7,25.4,0.0,1.8,35.0,99.0,224.8,20.3,33.4,64.6,6.4,66.0,100.0,604.4,18.791397849462367,30.435483870967747,8.906451612903227,4.497849462365591,49.225806451612904,99.95698924731182,470.20215053763434
ORT,2021/01/01,2021-11-22,324,29.670313209589388,98.90104403196463,34.76244073396171,960,SiltClayLoam,14.9,22.5,0.0,1.6,28.0,97.0,162.6,21.0,34.6,61.6,7.3,89.0,100.0,618.8,18.81503067484663,30.21319018404908,5.131901840490798,4.580061349693251,52.76993865030675,99.9877300613497,438.8911042944785,17.2,25.3,0.0,2.6,28.0,100.0,279.0,20.5,34.6,42.5,7.3,71.0,100.0,605.2,18.713978494623653,30.26666666666667,5.419354838709677,4.665591397849462,52.25806451612903,100.0,446.0537634408601
GIN,2021/03/26,2021-11-01,219,13.071414576017231,43.57138192005744,22.217738658986672,630,SiltClay,14.5,23.5,0.0,1.6,28.0,96.0,164.8,21.5,34.1,78.8,7.8,77.0,100.0,655.2,18.61085972850679,30.157466063348423,3.5104072398190045,4.550226244343892,51.085972850678736,99.55203619909503,438.0149321266968,14.5,24.9,0.0,2.0,28.0,97.0,234.4,20.1,34.1,32.2,7.7,70.0,100.0,629.2,18.344086021505376,30.16451612903226,3.7591397849462362,4.601075268817204,49.784946236559136,99.6236559139785,440.8978494623655
